"SurveyID","PictureDate","coyote","fox"
"D02-HUP0-FA12",2012-11-05,0,0
"D02-HUP0-FA12",2014-10-30,0,0
"D02-HUP0-SP11",2011-04-21,0,0
"D02-HUP0-SP11",2011-05-03,0,0
"D02-HUP0-SP11",2011-05-04,0,0
"D02-HUP0-SP12",2012-04-17,0,0
"D02-HUP0-SP12",2012-04-18,0,0
"D02-HUP0-SP12",2012-04-19,0,0
"D02-HUP0-SP12",2012-04-20,0,0
"D02-HUP0-SP12",2012-04-21,0,0
"D02-HUP0-SP12",2012-04-22,0,0
"D02-HUP0-SP12",2012-04-23,0,0
"D02-HUP0-SP12",2012-04-24,0,0
"D02-HUP0-SP12",2012-04-25,0,0
"D02-HUP0-SP12",2012-04-26,0,0
"D02-HUP0-SP12",2012-04-27,0,0
"D02-HUP0-SP12",2012-04-28,0,0
"D02-HUP0-SP12",2012-04-29,0,0
"D02-HUP0-SP12",2012-04-30,0,0
"D02-HUP0-SP12",2012-05-01,0,0
"D02-HUP0-SP12",2012-05-02,0,0
"D02-HUP0-SP12",2012-05-03,0,0
"D02-HUP0-SP12",2012-05-04,0,0
"D02-HUP0-SP12",2012-05-05,0,0
"D02-HUP0-SP12",2012-05-06,0,0
"D02-HUP0-SP12",2012-05-07,0,0
"D02-HUP0-SP12",2012-05-08,0,0
"D02-HUP0-SP12",2012-05-09,0,0
"D02-HUP0-SP12",2012-05-10,0,0
"D02-HUP0-SP12",2012-05-11,0,0
"D02-HUP0-SP13",2013-04-10,0,0
"D02-HUP0-SP13",2013-04-11,0,0
"D02-HUP0-SP13",2013-04-12,0,0
"D02-HUP0-SP13",2013-04-13,0,0
"D02-HUP0-SP13",2013-04-14,0,0
"D02-HUP0-SP13",2013-04-15,0,0
"D02-HUP0-SP13",2013-04-16,0,0
"D02-HUP0-SP13",2013-04-17,0,0
"D02-HUP0-SP13",2013-04-18,0,0
"D02-HUP0-SP13",2013-04-19,0,0
"D02-HUP0-SP13",2013-04-20,0,0
"D02-HUP0-SP13",2013-04-21,0,0
"D02-HUP0-SP13",2013-04-22,0,0
"D02-HUP0-SP13",2013-04-23,0,0
"D02-HUP0-SP13",2013-04-24,0,0
"D02-HUP0-SP13",2013-04-25,0,0
"D02-HUP0-SP13",2013-04-26,0,0
"D02-HUP0-SP13",2013-04-27,0,0
"D02-HUP0-SP13",2013-04-28,0,0
"D02-HUP0-SP13",2013-04-29,0,0
"D02-HUP0-SP13",2013-04-30,0,0
"D02-HUP0-SP13",2013-05-01,0,0
"D02-HUP0-SP13",2013-05-02,0,0
"D02-HUP0-SP13",2013-05-03,0,0
"D02-HUP0-SP13",2013-05-04,0,0
"D02-HUP0-SP13",2013-05-05,0,0
"D02-HUP0-SP13",2013-05-06,0,0
"D02-HUP0-SP13",2013-05-07,0,0
"D02-HUP0-SP13",2013-05-08,0,0
"D02-HUP0-SU11",2011-07-12,0,0
"D02-HUP0-SU11",2011-07-14,0,0
"D02-HUP0-SU11",2011-07-15,0,0
"D02-HUP0-SU11",2011-07-16,0,0
"D02-HUP0-SU11",2011-07-17,0,0
"D02-HUP0-SU11",2011-07-18,0,0
"D02-HUP0-SU11",2011-07-19,0,0
"D02-HUP0-SU11",2011-07-22,0,0
"D02-HUP0-SU11",2011-07-23,0,0
"D02-HUP0-SU11",2011-07-24,0,0
"D02-HUP0-SU11",2011-07-25,0,0
"D02-HUP0-SU11",2011-07-26,0,0
"D02-HUP0-SU11",2011-07-29,0,0
"D02-HUP0-SU11",2011-07-30,0,0
"D02-HUP0-SU11",2011-07-31,0,0
"D02-HUP0-SU11",2011-08-01,0,0
"D02-HUP0-SU11",2011-08-02,0,0
"D02-HUP0-SU11",2011-08-03,0,0
"D02-HUP0-SU11",2011-08-04,0,0
"D02-HUP0-SU11",2011-08-05,0,0
"D02-HUP0-SU11",2011-08-07,0,0
"D02-HUP0-SU11",2011-08-08,0,0
"D02-HUP0-SU11",2011-08-09,0,0
"D02-HUP0-SU12",2012-07-10,0,0
"D02-HUP0-SU12",2012-07-11,0,0
"D02-HUP0-SU12",2012-07-12,0,0
"D02-HUP0-SU12",2012-07-26,0,0
"D02-HUP0-SU12",2012-07-27,0,0
"D02-HUP0-SU12",2012-07-28,0,0
"D02-HUP0-SU12",2012-07-29,0,0
"D02-HUP0-SU12",2012-07-30,0,0
"D02-HUP0-SU12",2012-07-31,0,0
"D02-HUP0-SU12",2012-08-02,0,0
"D02-HUP0-SU12",2012-08-03,0,0
"D02-HUP0-SU12",2012-08-04,0,0
"D02-HUP0-SU12",2012-08-05,0,0
"D02-HUP0-SU12",2012-08-06,0,0
"D02-HUP0-SU12",2012-08-07,0,0
"D02-HUP0-WI11",2011-01-26,0,0
"D02-HUP0-WI11",2011-01-27,0,0
"D02-HUP0-WI11",2011-01-28,0,0
"D02-HUP0-WI11",2011-01-29,0,0
"D02-HUP0-WI11",2011-01-30,0,0
"D02-HUP0-WI11",2011-01-31,0,0
"D02-HUP0-WI11",2011-02-01,0,0
"D02-HUP0-WI11",2011-02-02,0,0
"D02-HUP0-WI11",2011-02-03,0,0
"D02-HUP0-WI11",2011-02-04,0,0
"D02-HUP0-WI11",2011-02-05,0,0
"D02-HUP0-WI11",2011-02-07,0,0
"D02-HUP0-WI11",2011-02-08,0,0
"D02-HUP0-WI11",2011-02-09,0,0
"D02-HUP0-WI11",2011-02-10,0,0
"D02-HUP0-WI11",2011-02-11,0,0
"D02-HUP0-WI11",2011-02-12,0,0
"D02-HUP0-WI11",2011-02-13,0,0
"D02-HUP0-WI11",2011-02-14,0,0
"D02-HUP0-WI11",2011-02-15,0,0
"D02-HUP0-WI11",2011-02-16,0,0
"D02-HUP0-WI11",2011-02-17,0,0
"D02-HUP0-WI11",2011-02-18,0,0
"D02-HUP0-WI11",2011-02-19,0,0
"D02-HUP0-WI11",2011-02-20,0,0
"D02-HUP0-WI11",2011-02-21,0,0
"D02-HUP0-WI11",2011-02-22,0,0
"D02-HUP0-WI11",2011-02-23,0,0
"D02-HUP0-WI11",2011-02-24,0,0
"D02-HUP0-WI11",2011-02-25,0,0
"D02-HUP0-WI12",2012-01-24,0,0
"D02-HUP0-WI12",2012-01-25,0,0
"D02-HUP0-WI12",2012-01-26,0,0
"D02-HUP0-WI12",2012-01-27,0,0
"D02-HUP0-WI12",2012-01-28,0,0
"D02-HUP0-WI12",2012-01-29,0,0
"D02-HUP0-WI12",2012-01-30,0,0
"D02-HUP0-WI12",2012-01-31,0,0
"D02-HUP0-WI12",2012-02-01,0,0
"D02-HUP0-WI12",2012-02-02,0,0
"D02-HUP0-WI12",2012-02-03,0,0
"D02-HUP0-WI12",2012-02-04,0,0
"D02-HUP0-WI12",2012-02-05,0,0
"D02-HUP0-WI12",2012-02-06,0,0
"D02-HUP0-WI12",2012-02-07,0,0
"D02-HUP0-WI12",2012-02-08,0,0
"D02-HUP0-WI12",2012-02-09,0,0
"D02-HUP0-WI12",2012-02-10,0,0
"D02-HUP0-WI12",2012-02-11,0,0
"D02-HUP0-WI12",2012-02-12,0,0
"D02-HUP0-WI12",2012-02-13,0,0
"D02-HUP0-WI12",2012-02-14,0,0
"D02-HUP0-WI12",2012-02-15,0,0
"D02-HUP0-WI12",2012-02-16,0,0
"D02-HUP0-WI12",2012-02-17,0,0
"D02-HUP0-WI12",2012-02-18,0,0
"D02-HUP0-WI12",2012-02-19,0,0
"D02-HUP0-WI12",2012-02-20,0,0
"D02-HUP0-WI12",2012-02-21,0,0
"D02-HUP0-WI12",2012-02-22,0,0
"D02-HUP0-WI13",2013-01-15,0,0
"D02-HUP0-WI13",2013-01-16,0,0
"D02-HUP0-WI13",2013-01-17,0,0
"D02-HUP0-WI13",2013-01-18,0,0
"D02-HUP0-WI13",2013-01-19,0,0
"D02-HUP0-WI13",2013-01-20,0,0
"D02-HUP0-WI13",2013-01-21,0,0
"D02-HUP0-WI13",2013-01-22,0,0
"D02-HUP0-WI13",2013-01-23,0,0
"D02-HUP0-WI13",2013-01-24,0,0
"D02-HUP0-WI13",2013-01-25,0,0
"D02-HUP0-WI13",2013-01-26,0,0
"D02-HUP0-WI13",2013-01-27,0,0
"D02-HUP0-WI13",2013-01-28,0,0
"D02-HUP0-WI13",2013-01-29,0,0
"D02-JBS1-SP13",2013-04-10,0,0
"D02-JBS1-SP13",2013-04-11,0,0
"D02-JBS1-SP13",2013-04-12,0,0
"D02-JBS1-SP13",2013-04-13,0,0
"D02-JBS1-SP13",2013-04-14,0,0
"D02-JBS1-SP13",2013-04-15,0,0
"D02-JBS1-SP13",2013-04-16,0,0
"D02-JBS1-SP13",2013-04-17,0,0
"D02-JBS1-SP13",2013-04-18,0,0
"D02-JBS1-SP13",2013-04-19,0,0
"D02-JBS1-SP13",2013-04-20,0,0
"D02-JBS1-SP13",2013-04-21,0,0
"D02-JBS1-SP13",2013-04-22,0,0
"D02-JBS1-SP13",2013-04-23,0,0
"D02-JBS1-SP13",2013-04-24,0,0
"D02-JBS1-SP13",2013-04-25,0,0
"D02-JBS1-SP13",2013-04-26,0,0
"D02-JBS1-SP13",2013-04-27,0,0
"D02-JBS1-SP13",2013-04-28,0,0
"D02-JBS1-SP13",2013-04-29,0,0
"D02-JBS1-SP13",2013-04-30,0,0
"D02-JBS1-SP13",2013-05-01,0,0
"D02-JBS1-SP13",2013-05-02,0,0
"D02-JBS1-SP13",2013-05-03,0,0
"D02-JBS1-SP13",2013-05-04,0,0
"D02-JBS1-SP13",2013-05-05,0,0
"D02-JBS1-SP13",2013-05-06,0,0
"D02-JBS1-SP13",2013-05-07,0,0
"D02-JBS1-SP13",2013-05-08,0,0
"D02-JBS1-SP13",2013-05-09,0,0
"D02-JBS1-SP13",2013-05-10,0,0
"D02-MDU1-SP13",2013-04-11,0,0
"D02-MDU1-SP13",2013-04-12,1,0
"D02-MDU1-SP13",2013-04-13,0,0
"D02-MDU1-SP13",2013-04-14,2,0
"D02-MDU1-SP13",2013-04-15,0,0
"D02-MDU1-SP13",2013-04-16,0,0
"D02-MDU1-SP13",2013-04-17,0,0
"D02-MDU1-SP13",2013-04-18,0,0
"D02-MDU1-SP13",2013-04-19,0,0
"D02-MDU1-SP13",2013-04-20,0,0
"D02-MDU1-SP13",2013-04-21,0,0
"D02-MDU1-SP13",2013-04-22,0,0
"D02-MDU1-SP13",2013-04-23,0,0
"D02-MDU1-SP13",2013-04-24,0,0
"D02-MDU1-SP13",2013-04-25,0,0
"D02-MDU1-SP13",2013-04-26,0,0
"D02-MDU1-SP13",2013-04-27,0,0
"D02-MDU1-SP13",2013-04-28,0,0
"D02-MDU1-SP13",2013-04-29,0,0
"D02-MDU1-SP13",2013-04-30,0,0
"D02-MDU1-SP13",2013-05-01,0,0
"D02-MDU1-SP13",2013-05-02,0,0
"D02-MDU1-SP13",2013-05-03,0,0
"D02-MDU1-SP13",2013-05-04,0,0
"D02-MDU1-SP13",2013-05-05,0,0
"D02-MDU1-SP13",2013-05-06,0,0
"D02-MDU1-SP13",2013-05-07,0,0
"D02-MDU1-SP13",2013-05-08,0,0
"D02-MDU1-SP13",2013-05-09,0,0
"D02-MDU1-SP13",2013-05-10,0,0
"D02-MOP1-FA10",2010-10-13,0,0
"D02-MOP1-FA10",2010-10-14,0,0
"D02-MOP1-FA10",2010-10-15,0,0
"D02-MOP1-FA10",2010-10-16,0,0
"D02-MOP1-FA10",2010-10-26,0,0
"D02-MOP1-FA10",2010-10-27,0,0
"D02-MOP1-FA10",2010-10-28,0,0
"D02-MOP1-FA10",2010-10-29,0,0
"D02-MOP1-FA11",2011-10-07,0,0
"D02-MOP1-FA11",2011-10-08,0,0
"D02-MOP1-FA11",2011-10-09,0,0
"D02-MOP1-FA11",2011-10-10,0,0
"D02-MOP1-FA11",2011-10-11,0,0
"D02-MOP1-FA11",2011-10-12,0,0
"D02-MOP1-FA11",2011-10-13,0,0
"D02-MOP1-FA11",2011-10-14,0,0
"D02-MOP1-FA11",2011-10-15,0,0
"D02-MOP1-FA11",2011-10-16,0,0
"D02-MOP1-FA11",2011-10-17,0,0
"D02-MOP1-FA11",2011-10-18,0,0
"D02-MOP1-FA11",2011-10-19,0,0
"D02-MOP1-FA11",2011-10-20,0,0
"D02-MOP1-FA11",2011-10-21,0,0
"D02-MOP1-FA11",2011-10-22,0,0
"D02-MOP1-FA11",2011-10-23,0,0
"D02-MOP1-FA11",2011-10-24,0,0
"D02-MOP1-FA11",2011-10-25,0,0
"D02-MOP1-FA11",2011-10-26,0,0
"D02-MOP1-FA11",2011-10-27,0,0
"D02-MOP1-FA11",2011-10-28,0,0
"D02-MOP1-FA11",2011-10-29,0,0
"D02-MOP1-FA11",2011-10-30,0,0
"D02-MOP1-FA11",2011-10-31,0,0
"D02-MOP1-FA11",2011-11-01,0,0
"D02-MOP1-FA11",2011-11-02,0,0
"D02-MOP1-FA11",2011-11-03,0,0
"D02-MOP1-FA11",2011-11-04,0,0
"D02-MOP1-FA11",2011-11-05,0,0
"D02-MOP1-FA11",2011-11-06,0,0
"D02-MOP1-FA11",2011-11-07,0,0
"D02-MOP1-FA11",2011-11-08,0,0
"D02-MOP1-FA11",2011-11-09,0,0
"D02-MOP1-FA11",2011-11-10,0,0
"D02-MOP1-FA11",2011-11-11,0,0
"D02-MOP1-FA11",2011-11-12,0,0
"D02-MOP1-FA11",2011-11-13,0,0
"D02-MOP1-FA11",2011-11-14,0,0
"D02-MOP1-FA11",2011-11-15,0,0
"D02-MOP1-FA11",2011-11-16,0,0
"D02-MOP1-FA11",2011-11-17,0,0
"D02-MOP1-FA12",2012-10-10,0,0
"D02-MOP1-FA12",2012-10-11,0,0
"D02-MOP1-FA12",2012-10-12,0,0
"D02-MOP1-FA12",2012-10-13,0,0
"D02-MOP1-FA12",2012-10-14,0,0
"D02-MOP1-FA12",2012-10-15,0,0
"D02-MOP1-FA12",2012-10-16,0,0
"D02-MOP1-FA12",2012-10-17,0,0
"D02-MOP1-FA12",2012-10-19,0,0
"D02-MOP1-FA12",2012-10-20,0,0
"D02-MOP1-FA12",2012-10-21,0,0
"D02-MOP1-FA12",2012-10-24,0,0
"D02-MOP1-FA12",2012-10-25,0,0
"D02-MOP1-FA12",2012-10-26,0,0
"D02-MOP1-FA12",2012-10-27,0,0
"D02-MOP1-FA12",2012-10-28,0,0
"D02-MOP1-FA12",2012-10-29,0,0
"D02-MOP1-FA12",2012-10-30,0,0
"D02-MOP1-FA12",2012-10-31,0,0
"D02-MOP1-FA12",2012-11-01,0,0
"D02-MOP1-FA12",2012-11-02,0,0
"D02-MOP1-FA12",2012-11-03,0,0
"D02-MOP1-FA12",2012-11-04,0,0
"D02-MOP1-FA12",2012-11-05,0,0
"D02-MOP1-SP11",2011-04-21,0,0
"D02-MOP1-SP11",2011-04-22,0,0
"D02-MOP1-SP11",2011-04-23,0,0
"D02-MOP1-SP11",2011-04-24,0,0
"D02-MOP1-SP11",2011-04-25,0,0
"D02-MOP1-SP11",2011-04-27,0,0
"D02-MOP1-SP11",2011-04-28,0,0
"D02-MOP1-SP11",2011-04-29,0,0
"D02-MOP1-SP11",2011-04-30,0,0
"D02-MOP1-SP11",2011-05-01,0,0
"D02-MOP1-SP11",2011-05-02,0,0
"D02-MOP1-SP11",2011-05-03,0,0
"D02-MOP1-SP11",2011-05-04,0,0
"D02-MOP1-SP11",2011-05-05,0,0
"D02-MOP1-SP11",2011-05-06,0,0
"D02-MOP1-SP11",2011-05-07,0,0
"D02-MOP1-SP11",2011-05-08,0,0
"D02-MOP1-SP11",2011-05-09,0,0
"D02-MOP1-SP11",2011-05-10,0,0
"D02-MOP1-SP11",2011-05-11,0,0
"D02-MOP1-SP11",2011-05-12,0,0
"D02-MOP1-SP11",2011-05-13,0,0
"D02-MOP1-SP11",2011-05-14,0,0
"D02-MOP1-SP11",2011-05-15,0,0
"D02-MOP1-SP11",2011-05-16,0,0
"D02-MOP1-SP11",2011-05-17,0,0
"D02-MOP1-SP11",2011-05-18,0,0
"D02-MOP1-SP12",2012-04-02,0,0
"D02-MOP1-SP12",2012-04-17,0,0
"D02-MOP1-SP12",2012-04-18,0,0
"D02-MOP1-SP12",2012-04-19,0,0
"D02-MOP1-SP12",2012-04-20,0,0
"D02-MOP1-SP12",2012-04-21,0,0
"D02-MOP1-SP12",2012-04-22,0,0
"D02-MOP1-SP12",2012-04-23,0,0
"D02-MOP1-SP12",2012-04-24,0,0
"D02-MOP1-SP12",2012-04-25,0,0
"D02-MOP1-SP12",2012-04-26,0,0
"D02-MOP1-SP12",2012-04-27,0,0
"D02-MOP1-SP12",2012-04-29,0,0
"D02-MOP1-SP12",2012-04-30,0,0
"D02-MOP1-SP12",2012-05-01,0,0
"D02-MOP1-SP12",2012-05-02,0,0
"D02-MOP1-SP12",2012-05-03,0,0
"D02-MOP1-SP12",2012-05-04,0,0
"D02-MOP1-SP12",2012-05-05,0,0
"D02-MOP1-SP12",2012-05-06,0,0
"D02-MOP1-SP12",2012-05-08,0,0
"D02-MOP1-SP12",2012-05-09,0,0
"D02-MOP1-SP12",2012-05-10,0,0
"D02-MOP1-SP12",2012-05-11,0,0
"D02-MOP1-SP12",2012-05-12,0,0
"D02-MOP1-SP12",2012-05-13,0,0
"D02-MOP1-SP12",2012-05-14,0,0
"D02-MOP1-SP13",2013-04-10,0,0
"D02-MOP1-SP13",2013-04-11,0,0
"D02-MOP1-SP13",2013-04-12,0,0
"D02-MOP1-SP13",2013-04-13,0,0
"D02-MOP1-SP13",2013-04-14,0,0
"D02-MOP1-SP13",2013-04-15,0,0
"D02-MOP1-SP13",2013-04-16,0,0
"D02-MOP1-SP13",2013-04-17,0,0
"D02-MOP1-SP13",2013-04-18,0,0
"D02-MOP1-SP13",2013-04-20,0,0
"D02-MOP1-SP13",2013-04-21,0,0
"D02-MOP1-SP13",2013-04-22,0,0
"D02-MOP1-SP13",2013-04-23,0,0
"D02-MOP1-SP13",2013-04-24,0,0
"D02-MOP1-SP13",2013-04-25,0,0
"D02-MOP1-SP13",2013-04-26,0,0
"D02-MOP1-SP13",2013-04-27,0,0
"D02-MOP1-SP13",2013-04-28,0,0
"D02-MOP1-SP13",2013-04-29,0,0
"D02-MOP1-SP13",2013-04-30,0,0
"D02-MOP1-SP13",2013-05-01,0,0
"D02-MOP1-SP13",2013-05-02,0,0
"D02-MOP1-SP13",2013-05-03,0,0
"D02-MOP1-SP13",2013-05-04,0,0
"D02-MOP1-SP13",2013-05-05,0,0
"D02-MOP1-SP13",2013-05-06,0,0
"D02-MOP1-SP13",2013-05-07,0,0
"D02-MOP1-SP13",2013-05-08,0,0
"D02-MOP1-SU11",2011-07-12,0,0
"D02-MOP1-SU11",2011-07-13,0,0
"D02-MOP1-SU11",2011-07-14,0,0
"D02-MOP1-SU11",2011-07-15,0,0
"D02-MOP1-SU11",2011-07-16,0,0
"D02-MOP1-SU11",2011-07-26,0,0
"D02-MOP1-SU12",2012-07-25,0,0
"D02-MOP1-SU12",2012-07-26,0,0
"D02-MOP1-SU12",2012-07-27,0,0
"D02-MOP1-SU12",2012-07-28,0,0
"D02-MOP1-SU12",2012-07-29,0,0
"D02-MOP1-SU12",2012-07-30,0,0
"D02-MOP1-SU12",2012-07-31,0,0
"D02-MOP1-SU12",2012-08-01,0,0
"D02-MOP1-SU12",2012-08-02,0,0
"D02-MOP1-SU12",2012-08-03,0,0
"D02-MOP1-SU12",2012-08-04,0,0
"D02-MOP1-SU12",2012-08-05,0,0
"D02-MOP1-SU12",2012-08-06,0,0
"D02-MOP1-SU12",2012-08-07,0,0
"D02-MOP1-SU12",2012-08-08,0,0
"D02-MOP1-WI11",2011-01-26,0,0
"D02-MOP1-WI11",2011-01-27,0,0
"D02-MOP1-WI11",2011-02-13,0,0
"D02-MOP1-WI11",2011-02-14,0,0
"D02-MOP1-WI11",2011-02-18,0,0
"D02-MOP1-WI11",2011-02-19,1,0
"D02-MOP1-WI11",2011-02-20,0,0
"D02-MOP1-WI11",2011-02-22,0,0
"D02-MOP1-WI11",2011-02-23,0,0
"D02-MOP1-WI11",2011-02-24,0,0
"D02-MOP1-WI11",2011-02-25,0,0
"D02-MOP1-WI12",2012-01-24,0,0
"D02-MOP1-WI12",2012-01-25,0,0
"D02-MOP1-WI12",2012-02-07,0,0
"D02-MOP1-WI13",2013-01-15,0,0
"D02-MOP1-WI13",2013-01-30,0,0
"D02-MOP1-WI13",2013-01-31,0,0
"D02-RCP1-FA10",2010-10-13,6,0
"D02-RCP1-FA10",2010-10-14,5,0
"D02-RCP1-FA10",2010-10-15,0,0
"D02-RCP1-FA10",2010-10-16,0,0
"D02-RCP1-FA10",2010-10-17,1,0
"D02-RCP1-FA10",2010-10-18,0,0
"D02-RCP1-FA10",2010-10-19,0,0
"D02-RCP1-FA10",2010-10-21,0,0
"D02-RCP1-FA10",2010-10-22,0,0
"D02-RCP1-FA10",2010-10-23,0,0
"D02-RCP1-FA10",2010-10-24,1,0
"D02-RCP1-FA10",2010-10-25,0,0
"D02-RCP1-FA10",2010-10-26,0,0
"D02-RCP1-FA10",2010-10-27,0,0
"D02-RCP1-FA10",2010-10-28,0,0
"D02-RCP1-FA10",2010-10-29,0,0
"D02-RCP1-FA10",2010-10-30,0,0
"D02-RCP1-FA10",2010-10-31,0,0
"D02-RCP1-FA10",2010-11-01,0,0
"D02-RCP1-FA10",2010-11-02,0,0
"D02-RCP1-FA10",2010-11-03,0,0
"D02-RCP1-FA10",2010-11-04,0,0
"D02-RCP1-FA10",2010-11-05,1,0
"D02-RCP1-FA10",2010-11-06,0,0
"D02-RCP1-FA10",2010-11-07,0,0
"D02-RCP1-FA10",2010-11-08,0,0
"D02-RCP1-FA11",2011-10-07,0,0
"D02-RCP1-FA11",2011-10-08,0,0
"D02-RCP1-FA11",2011-10-09,0,0
"D02-RCP1-FA11",2011-10-10,0,0
"D02-RCP1-FA11",2011-10-11,0,0
"D02-RCP1-FA11",2011-10-12,3,0
"D02-RCP1-FA11",2011-10-13,0,0
"D02-RCP1-FA11",2011-10-14,0,0
"D02-RCP1-FA11",2011-10-15,0,0
"D02-RCP1-FA11",2011-10-16,0,0
"D02-RCP1-FA11",2011-10-17,0,0
"D02-RCP1-FA11",2011-10-18,0,0
"D02-RCP1-FA11",2011-10-19,1,0
"D02-RCP1-FA11",2011-10-20,0,0
"D02-RCP1-FA11",2011-10-21,0,0
"D02-RCP1-FA11",2011-10-22,0,0
"D02-RCP1-FA11",2011-10-23,0,0
"D02-RCP1-FA11",2011-10-24,0,0
"D02-RCP1-FA11",2011-10-25,0,0
"D02-RCP1-FA11",2011-10-26,0,0
"D02-RCP1-FA11",2011-10-27,0,0
"D02-RCP1-FA11",2011-10-28,0,0
"D02-RCP1-FA11",2011-10-29,0,0
"D02-RCP1-FA11",2011-10-30,0,0
"D02-RCP1-FA11",2011-10-31,0,0
"D02-RCP1-FA11",2011-11-01,0,0
"D02-RCP1-FA11",2011-11-02,0,0
"D02-RCP1-FA11",2011-11-03,0,0
"D02-RCP1-FA11",2011-11-04,0,0
"D02-RCP1-FA11",2011-11-05,0,0
"D02-RCP1-FA11",2011-11-06,0,0
"D02-RCP1-FA11",2011-11-08,0,0
"D02-RCP1-FA11",2011-11-09,0,0
